sp0	0	[[1394000, 1445999], [1496000, 1539999], [1546000, 1583999], [6656000, 6663999], [7870000, 7877999], [8190000, 8229999], [16570000, 16695999], [30266000, 30281999], [31344000, 31435999], [32758000, 32775999]]
sp0	1	[[2858000, 2863999], [6656000, 6663999], [7870000, 7877999], [8190000, 8229999], [22068000, 22133999], [32838000, 32963999]]
sp1	0	[[290000, 345999], [426000, 467999], [6014000, 6089999], [6960000, 7033999], [12074000, 12087999], [23466000, 23509999], [31344000, 31425999], [33528000, 33719999]]
sp1	1	[[496000, 649999], [776000, 829999], [1392000, 1445999], [1616000, 1697999], [5108000, 5119999], [10470000, 10545999], [31344000, 31425999], [33844000, 33861999]]
sp2	0	[[1306000, 1379999], [15142000, 15161999], [24218000, 24225999], [24290000, 24311999], [25326000, 25405999], [29844000, 29849999], [30256000, 30281999], [31068000, 31223999], [31344000, 31429999], [33316000, 33475999]]
sp2	1	[[496000, 649999], [1256000, 1277999], [1364000, 1367999], [9884000, 9893999], [22062000, 22071999], [23938000, 23959999], [23992000, 24009999], [26196000, 26213999], [29558000, 29645999], [29652000, 29707999], [29734000, 29791999], [29810000, 29817999], [29826000, 29907999], [29926000, 30033999], [30132000, 30171999], [30202000, 30315999], [30576000, 30605999], [30842000, 30929999], [30934000, 30991999]]
sp3	0	[[1306000, 1363999], [8190000, 8229999], [8394000, 8785999], [12074000, 12087999], [20164000, 20175999]]
sp3	1	[[1038000, 1097999], [1428000, 1443999], [8190000, 8229999], [22468000, 22737999]]
sp4	0	[[1510000, 1523999], [1616000, 1627999], [6992000, 7007999], [7076000, 7139999], [8190000, 8229999], [30154000, 30311999], [30936000, 31217999], [31340000, 31521999], [32912000, 32961999]]
sp4	1	[[298000, 303999], [896000, 1035999], [1064000, 1103999], [2858000, 2863999], [5108000, 5119999], [5490000, 5545999], [6096000, 6123999], [8074000, 8229999], [8366000, 8713999], [15070000, 15121999], [17488000, 17595999], [22830000, 22851999], [24218000, 24227999], [24450000, 24485999], [31326000, 31407999]]
sp5	0	[[762000, 829999], [2896000, 3015999], [3032000, 3069999], [5490000, 5545999], [15070000, 15123999], [16410000, 16439999], [22068000, 22103999], [26836000, 26895999], [31344000, 31433999], [32806000, 32963999]]
sp5	1	[[5498000, 5531999], [6960000, 6987999], [8074000, 8115999], [16410000, 16469999], [16570000, 16611999], [17488000, 17595999], [31070000, 31081999], [31324000, 31407999], [33064000, 33073999], [33828000, 33861999], [33904000, 33951999]]
sp6	0	[[1010000, 1033999], [1390000, 1445999], [1616000, 1697999], [5498000, 5535999], [7194000, 7317999], [8366000, 8787999], [12074000, 12087999], [18422000, 19207999], [26342000, 27553999], [27638000, 28611999], [33316000, 33817999]]
sp6	1	[[1024000, 1051999], [1404000, 1443999], [2804000, 2811999], [5498000, 5531999], [6096000, 6123999], [8242000, 8253999], [8352000, 8769999], [10470000, 10489999], [24714000, 24741999], [32270000, 32291999], [32394000, 32401999]]
sp7	0	[[430000, 467999], [928000, 1035999], [6840000, 6877999], [7276000, 7285999], [7870000, 7877999], [11244000, 11257999], [12074000, 12087999], [17488000, 17595999], [31346000, 31357999], [32746000, 32783999], [32910000, 33023999], [33070000, 33191999], [33772000, 33817999]]
sp7	1	[[410000, 447999], [452000, 469999], [5478000, 5487999], [5490000, 5545999], [7076000, 7219999], [7266000, 7271999], [7344000, 7495999], [8366000, 8787999], [12074000, 12087999], [20180000, 20205999], [29558000, 29603999], [32004000, 32135999]]
sp8	0	[[256000, 271999], [1038000, 1053999], [1310000, 1335999], [1454000, 1465999], [6866000, 6893999], [7102000, 7315999], [8840000, 8851999], [10470000, 10489999], [26358000, 26981999], [26992000, 27573999], [27638000, 28173999], [29844000, 29849999], [32270000, 32291999], [32394000, 32401999]]
sp8	1	[[268000, 283999], [1024000, 1051999], [1428000, 1449999], [3074000, 3081999], [3090000, 3103999], [9144000, 9151999], [9416000, 9451999], [21292000, 21335999], [29608000, 29645999], [29652000, 29707999], [29734000, 29791999], [29810000, 29817999], [29826000, 29907999], [29926000, 30033999], [30132000, 30171999], [30202000, 30315999], [32966000, 33015999]]
fr0	0	[[1010000, 1033999], [1256000, 1279999], [1306000, 1379999], [1510000, 1523999], [12074000, 12087999], [31466000, 31489999], [32020000, 32063999], [32214000, 32247999], [32352000, 32361999]]
fr0	1	[[1614000, 1701999], [7102000, 7315999], [8350000, 8785999], [9416000, 9451999], [11238000, 11257999], [18286000, 18397999], [22822000, 22843999], [32270000, 32291999], [32394000, 32401999], [32910000, 32937999]]
fr1	0	[[5498000, 5545999], [6096000, 6123999], [7870000, 7877999], [8346000, 8419999], [31326000, 31373999], [32758000, 32775999], [33920000, 33925999]]
fr1	1	[[1024000, 1051999], [1614000, 1697999], [2748000, 2807999], [6286000, 6291999], [6656000, 6667999], [7276000, 7285999], [25280000, 25295999], [25304000, 25329999], [32224000, 32369999], [32904000, 32963999], [33658000, 33829999], [33844000, 33905999]]
fr2	0	[[1024000, 1051999], [1306000, 1363999], [6284000, 6303999], [7870000, 7877999], [20212000, 20249999], [22814000, 22843999], [33034000, 33191999], [33826000, 33861999], [33904000, 33951999]]
fr2	1	[[6096000, 6123999], [7922000, 7973999], [8076000, 8121999], [8366000, 8785999], [27020000, 27481999], [30212000, 30311999], [30392000, 30447999], [33784000, 33833999]]
fr3	0	[[2890000, 3015999], [3032000, 3069999], [5108000, 5119999], [6950000, 7035999], [12298000, 12335999], [19356000, 19443999], [20178000, 20205999], [33576000, 33817999]]
fr3	1	[[928000, 1003999], [1428000, 1449999], [6286000, 6303999], [7922000, 7973999], [16564000, 16619999], [22828000, 22851999], [24588000, 24739999], [27362000, 27545999], [27638000, 28171999], [33032000, 33191999]]
fr4	0	[[1306000, 1365999], [1496000, 1523999], [1588000, 1591999], [6286000, 6291999], [6864000, 6867999], [11104000, 11111999], [15070000, 15121999], [16572000, 16587999], [22536000, 22545999], [26848000, 26899999], [31158000, 31217999], [31344000, 31425999], [31490000, 31519999], [32358000, 32359999], [32362000, 32363999], [32366000, 32369999], [32376000, 32411999], [32460000, 32479999], [32514000, 32541999], [32572000, 32593999], [32624000, 32625999], [32628000, 32639999]]
fr4	1	[[366000, 375999], [1024000, 1053999], [2424000, 2457999], [6992000, 7007999], [14672000, 14729999], [22822000, 22843999], [24018000, 24313999], [24668000, 24743999], [33034000, 33191999]]
fr5	0	[[1038000, 1053999], [1996000, 2033999], [5498000, 5505999], [9416000, 9451999], [10498000, 10537999], [10916000, 10933999], [12074000, 12087999], [22062000, 22071999], [30742000, 30797999], [31344000, 31425999], [32848000, 32859999], [33846000, 33849999]]
fr5	1	[[5386000, 5433999], [6094000, 6123999], [10452000, 10463999], [17488000, 17595999], [24218000, 24227999], [30266000, 30289999], [30596000, 30619999], [32744000, 32797999]]
fr6	0	[[1510000, 1539999], [1546000, 1573999], [5490000, 5545999], [6864000, 6877999], [7194000, 7315999], [7870000, 7877999], [25326000, 25405999], [26850000, 26905999], [31070000, 31081999], [33034000, 33191999], [33542000, 33561999]]
fr6	1	[[1428000, 1445999], [1560000, 1583999], [12074000, 12087999], [25274000, 25295999], [25304000, 25409999], [26832000, 26881999], [30208000, 30277999], [31346000, 31357999], [31412000, 31425999]]
fr7	0	[[1512000, 1523999], [1586000, 1593999], [6096000, 6123999], [6284000, 6303999], [7276000, 7285999], [9524000, 9577999], [24218000, 24225999], [24290000, 24305999], [26342000, 27553999], [27638000, 28611999], [33844000, 33865999]]
fr7	1	[[1510000, 1523999], [5498000, 5545999], [6814000, 6835999], [6840000, 6893999], [20180000, 20203999], [31070000, 31083999]]
fr8	0	[[1622000, 1691999], [7276000, 7285999], [10468000, 10537999], [12074000, 12087999], [15070000, 15123999], [22828000, 22851999], [26356000, 27607999], [27642000, 27749999], [30208000, 30311999]]
fr8	1	[[428000, 441999], [876000, 889999], [1390000, 1443999], [1646000, 1697999], [4496000, 4497999], [8292000, 8301999], [9524000, 9595999], [22828000, 22851999], [25280000, 25295999], [25304000, 25409999], [26198000, 26209999], [31026000, 31079999], [33870000, 33897999]]
fr9	0	[[298000, 333999], [886000, 1003999], [1394000, 1445999], [1510000, 1539999], [1546000, 1573999], [1646000, 1697999], [5380000, 5429999], [6096000, 6123999], [7922000, 7973999], [18106000, 18205999], [23158000, 23169999], [32270000, 32291999], [32392000, 32405999]]
fr9	1	[[328000, 359999], [1672000, 1701999], [2748000, 2807999], [5108000, 5119999], [5464000, 5487999], [5490000, 5545999], [16400000, 16439999], [22828000, 22851999], [26196000, 26211999], [30750000, 30751999], [30758000, 30799999], [33588000, 33601999]]
